filepath,annotation,name,species
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\235.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\235.png,235.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\195.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\195.png,195.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\183.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\183.png,183.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Black-grass\151.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Black-grass\151.png,151.png,Black-grass
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Black-grass\154.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Black-grass\154.png,154.png,Black-grass
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\208.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\208.png,208.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\213.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\213.png,213.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\149.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\149.png,149.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Shepherds Purse\169.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Shepherds Purse\169.png,169.png,Shepherds Purse
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\331.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\331.png,331.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\165.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\165.png,165.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\359.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\359.png,359.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Shepherds Purse\107.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Shepherds Purse\107.png,107.png,Shepherds Purse
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\83.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\83.png,83.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common Chickweed\444.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common Chickweed\444.png,444.png,Common Chickweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Black-grass\295.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Black-grass\295.png,295.png,Black-grass
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common Chickweed\571.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common Chickweed\571.png,571.png,Common Chickweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\158.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\158.png,158.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Black-grass\261.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Black-grass\261.png,261.png,Black-grass
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\27.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\27.png,27.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\127.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\127.png,127.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\233.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\233.png,233.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\366.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\366.png,366.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\250.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\250.png,250.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\61.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\61.png,61.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\208.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\208.png,208.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\173.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\173.png,173.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\32.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\32.png,32.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\416.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\416.png,416.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Small-flowered Cranesbill\465.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Small-flowered Cranesbill\465.png,465.png,Small-flowered Cranesbill
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\75.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\75.png,75.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\418.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\418.png,418.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Loose Silky-bent\156.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Loose Silky-bent\156.png,156.png,Loose Silky-bent
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\23.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\23.png,23.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\158.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\158.png,158.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\59.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\59.png,59.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\112.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\112.png,112.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\238.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\238.png,238.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\275.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\275.png,275.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Loose Silky-bent\671.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Loose Silky-bent\671.png,671.png,Loose Silky-bent
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\292.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\292.png,292.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\128.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\128.png,128.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common Chickweed\102.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common Chickweed\102.png,102.png,Common Chickweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common Chickweed\694.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common Chickweed\694.png,694.png,Common Chickweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\148.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\148.png,148.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\210.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\210.png,210.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Loose Silky-bent\727.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Loose Silky-bent\727.png,727.png,Loose Silky-bent
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\88.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\88.png,88.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\129.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\129.png,129.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\365.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\365.png,365.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\65.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\65.png,65.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Shepherds Purse\114.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Shepherds Purse\114.png,114.png,Shepherds Purse
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\276.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\276.png,276.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\36.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\36.png,36.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\166.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\166.png,166.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\215.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\215.png,215.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\217.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\217.png,217.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Small-flowered Cranesbill\432.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Small-flowered Cranesbill\432.png,432.png,Small-flowered Cranesbill
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\265.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\265.png,265.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Loose Silky-bent\386.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Loose Silky-bent\386.png,386.png,Loose Silky-bent
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common Chickweed\516.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common Chickweed\516.png,516.png,Common Chickweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\215.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\215.png,215.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common Chickweed\521.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common Chickweed\521.png,521.png,Common Chickweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\501.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\501.png,501.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\120.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\120.png,120.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\146.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\146.png,146.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\234.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\234.png,234.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\194.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\194.png,194.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\235.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\235.png,235.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\35.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\35.png,35.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\233.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\233.png,233.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\108.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\108.png,108.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Charlock\328.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Charlock\328.png,328.png,Charlock
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\183.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\183.png,183.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Black-grass\27.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Black-grass\27.png,27.png,Black-grass
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\14.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\14.png,14.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\341.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\341.png,341.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\93.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\93.png,93.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\173.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\173.png,173.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\242.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\242.png,242.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\105.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\105.png,105.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\6.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\6.png,6.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Shepherds Purse\262.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Shepherds Purse\262.png,262.png,Shepherds Purse
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Black-grass\309.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Black-grass\309.png,309.png,Black-grass
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Small-flowered Cranesbill\483.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Small-flowered Cranesbill\483.png,483.png,Small-flowered Cranesbill
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\53.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\53.png,53.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\117.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\117.png,117.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\377.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\377.png,377.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\113.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\113.png,113.png,Maize
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\345.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\345.png,345.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Shepherds Purse\61.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Shepherds Purse\61.png,61.png,Shepherds Purse
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\23.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\23.png,23.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Shepherds Purse\169.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Shepherds Purse\169.png,169.png,Shepherds Purse
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Scentless Mayweed\573.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Scentless Mayweed\573.png,573.png,Scentless Mayweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\495.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\495.png,495.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Small-flowered Cranesbill\14.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Small-flowered Cranesbill\14.png,14.png,Small-flowered Cranesbill
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\194.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\194.png,194.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\113.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\113.png,113.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\183.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\183.png,183.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Small-flowered Cranesbill\466.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Small-flowered Cranesbill\466.png,466.png,Small-flowered Cranesbill
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common Chickweed\451.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common Chickweed\451.png,451.png,Common Chickweed
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\444.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\444.png,444.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\294.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\294.png,294.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\219.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\219.png,219.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Sugar beet\390.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Sugar beet\390.png,390.png,Sugar beet
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Fat Hen\99.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Fat Hen\99.png,99.png,Fat Hen
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Cleavers\241.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Cleavers\241.png,241.png,Cleavers
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Common wheat\97.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Common wheat\97.png,97.png,Common wheat
C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\donnee\Maize\223.png,C:\Users\zammi\Desktop\DATA_SCIENCE\Projet_ reconnaissance_Plante\Unet\masque\Maize\223.png,223.png,Maize
